"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the main command help text is displayed.","20","test_main_help[args1-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Thu Jun 04 13:45:02 UTC 2026","passed","Thu Jun 04 13:45:02 UTC 2026","","cli_test","",""
"Test residue detokenizer.","0","test_detokenize","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Test downloading file from s3 using S3FileHandler.","6","test_s3_file_handler_download","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Test residue decoder.","1","test_decoder","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Test configuration updates for unknown device.","0","test_unknown_device","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test peptide metric class initialisation.","0","test_init_metrics","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test greedy decoder decode function.","2692","test_decode","tests.unit_test.inference_test","Thu Jun 04 13:44:46 UTC 2026","passed","Thu Jun 04 13:44:48 UTC 2026","","greedy_search_test","",""
"Test diffusion model inference.","2954","test_diffusion_model_inference","tests.integration","Thu Jun 04 13:45:31 UTC 2026","passed","Thu Jun 04 13:45:34 UTC 2026","","instanovoplus_model_test","",""
"Tests calculation of precision and recall at peptide- and AA-level.","1","test_compute_precision_recall","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Tests splitting of sequence.","0","test_split_sequences","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test when MPS is available.","4","test_mps_available","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestGetDeviceCapabilities","device_handler_test","",""
"Test loading an InstaNovo model and doing inference end-to-end.","1414","test_transformer_model","tests.integration","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:22 UTC 2026","","instanovo_model_test","",""
"Test the setting of the neptune API variable.","9","test_set_neptune_token","tests.unit_test.transformer_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","train_test","",""
"Test spectrum preprocessing.","15530","test_process_peaks","tests.unit_test.transformer_test","Thu Jun 04 13:45:05 UTC 2026","passed","Thu Jun 04 13:45:21 UTC 2026","","dataset_test","",""
"Test transformer inference with greedy search.","847","test_preds_with_greedy","tests.unit_test.transformer_test","Thu Jun 04 13:46:19 UTC 2026","passed","Thu Jun 04 13:46:20 UTC 2026","","predict_test","",""
"Test when CUDA is not available and force_cpu is False.","4","test_cuda_not_available_no_force_cpu","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestValidateAndConfigureDevice","device_handler_test","",""
"Test incorrect file type error catching.","0","test_incorrect_file_error","tests.unit_test.scripts_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","update_ipc_format_test","",""
"Test that model config is skipped when model section doesn't exist.","1","test_model_config_skip_when_missing","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestEdgeCases","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","23","test_predict_nonexisting_config_name[cli0]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test when CUDA is available.","4","test_cuda_available","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestGetDeviceCapabilities","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli.","946","test_predict_transformer","tests.unit_test","Thu Jun 04 13:45:02 UTC 2026","passed","Thu Jun 04 13:45:03 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","161","test_instanovoplus_model[args0-.pt-\\*.ckpt, \\*.yaml]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","166","test_no_data_path[args2]","tests.unit_test","Thu Jun 04 13:45:02 UTC 2026","passed","Thu Jun 04 13:45:02 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","164","test_no_data_path[args0]","tests.unit_test","Thu Jun 04 13:45:04 UTC 2026","passed","Thu Jun 04 13:45:04 UTC 2026","","cli_test","",""
