"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test fetching item at specified index.","4","test_get_item","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test spectrum dataset default initialisation.","35","test_dataset_default_init","tests.unit_test.transformer_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","","dataset_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","177","test_instanovoplus_model[args0-.txt-\\*.ckpt, \\*.yaml, \\*.pt]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test the setting of the neptune API variable.","9","test_set_neptune_token","tests.unit_test.transformer_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","","train_test","",""
"Test device detection when only MPS is available.","1","test_detect_mps","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test applying config for CPU device.","0","test_apply_config_cpu_device","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestApplyDeviceConfig","device_handler_test","",""
"Test applying config with auto-detected device.","3","test_apply_config_auto_detect","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestApplyDeviceConfig","device_handler_test","",""
"Test spectrum dataset collate function.","1","test_dataset_collate","tests.unit_test.transformer_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","","dataset_test","",""
"Test positional encoding default initialisation.","1","test_pos_enc","tests.unit_test.transformer_test","Mon Dec 08 06:22:18 UTC 2025","passed","Mon Dec 08 06:22:18 UTC 2025","","layers_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Mon Dec 08 06:22:12 UTC 2025","skipped","Mon Dec 08 06:22:12 UTC 2025","","instanovo_model_train_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","177","test_model[args1-InstaNovo]","tests.unit_test","Mon Dec 08 06:21:04 UTC 2025","passed","Mon Dec 08 06:21:05 UTC 2025","","cli_test","",""
"Test knapsack beam search decoder loader.","229","test_from_file","tests.unit_test.inference_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","knapsack_beam_search_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","175","test_no_output_path[args2]","tests.unit_test","Mon Dec 08 06:21:10 UTC 2025","passed","Mon Dec 08 06:21:11 UTC 2025","","cli_test","",""
"Test knapsack beam search decoder initialisation.","4364","test_init","tests.unit_test.inference_test","Mon Dec 08 06:21:36 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","knapsack_beam_search_test","",""
"Tests recall calculation at specified FDR.","10","test_find_recall_at_fdr","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","178","test_model[args0-InstaNovo]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test greedy decoder decode function.","76","test_decode","tests.unit_test.inference_test","Mon Dec 08 06:21:25 UTC 2025","passed","Mon Dec 08 06:21:25 UTC 2025","","greedy_search_test","",""
"Test that CUDA is preferred over MPS when both are available.","1","test_cuda_priority_over_mps","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test residue sequence mass.","0","test_get_sequence_mass","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test InstaNovo model initialisation and methods.","1707","test_model_init","tests.unit_test.transformer_test","Mon Dec 08 06:22:12 UTC 2025","passed","Mon Dec 08 06:22:14 UTC 2025","","model_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","178","test_nonexisting_data_path[args0]","tests.unit_test","Mon Dec 08 06:21:13 UTC 2025","passed","Mon Dec 08 06:21:13 UTC 2025","","cli_test","",""
"Test the main command help text is displayed.","23","test_main_help[args0-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test handling of request exception during download.","4","test_get_zenodo_request_exception","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
