"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test spectrum dataset specified initialisation.","619","test_dataset_spec_init","tests.unit_test.transformer_test","Fri Dec 05 19:52:55 UTC 2025","passed","Fri Dec 05 19:52:55 UTC 2025","","dataset_test","",""
"Test function that checks if a sequence matches the precursor mass within some tolerance.","1","test_precursor_match","tests.unit_test.utils_test","Fri Dec 05 19:53:36 UTC 2025","passed","Fri Dec 05 19:53:36 UTC 2025","","metrics_test","",""
"Test mgf to parquet conversion with lazy loading.","12","test_mgf_to_parquet","tests.unit_test.utils_test","Fri Dec 05 19:52:56 UTC 2025","passed","Fri Dec 05 19:52:56 UTC 2025","","data_handler_test","",""
"Test transformer model inference.","842","test_transformer_model_inference","tests.integration","Fri Dec 05 19:53:55 UTC 2025","passed","Fri Dec 05 19:53:56 UTC 2025","","instanovo_model_test","",""
"Test with configuration that has existing values.","1","test_config_with_existing_values","tests.unit_test.utils_test","Fri Dec 05 19:53:56 UTC 2025","passed","Fri Dec 05 19:53:56 UTC 2025","TestEdgeCases","device_handler_test","",""
"Test transformer inference with beam search.","852","test_preds_with_beam","tests.unit_test.transformer_test","Fri Dec 05 19:53:52 UTC 2025","passed","Fri Dec 05 19:53:53 UTC 2025","","predict_test","",""
"Tests precision-recall curve calculations.","83","test_get_pr_curve","tests.unit_test.utils_test","Fri Dec 05 19:53:36 UTC 2025","passed","Fri Dec 05 19:53:36 UTC 2025","","metrics_test","",""
"Test residue detokenizer.","0","test_detokenize","tests.unit_test.utils_test","Fri Dec 05 19:53:36 UTC 2025","passed","Fri Dec 05 19:53:36 UTC 2025","","residues_test","",""
"Tests calculation of precision and recall at peptide- and AA-level.","0","test_compute_precision_recall","tests.unit_test.utils_test","Fri Dec 05 19:53:36 UTC 2025","passed","Fri Dec 05 19:53:36 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","192","test_no_data_path[args2]","tests.unit_test","Fri Dec 05 19:54:18 UTC 2025","passed","Fri Dec 05 19:54:18 UTC 2025","","cli_test","",""
"Test when MPS is available and requested.","5","test_mps_available_and_requested","tests.unit_test.utils_test","Fri Dec 05 19:53:56 UTC 2025","passed","Fri Dec 05 19:53:56 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","176","test_instanovoplus_model[args0-.ckpt-\\*.yaml, \\*.pt]","tests.unit_test","Fri Dec 05 19:54:16 UTC 2025","passed","Fri Dec 05 19:54:16 UTC 2025","","cli_test","",""
"Test when MPS is available.","5","test_mps_available","tests.unit_test.utils_test","Fri Dec 05 19:53:56 UTC 2025","passed","Fri Dec 05 19:53:56 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Test mzml to parquet conversion.","15","test_mzml_to_parquet","tests.unit_test.utils_test","Fri Dec 05 19:52:56 UTC 2025","passed","Fri Dec 05 19:52:56 UTC 2025","","data_handler_test","",""
"Test uploading local file to s3 using S3FileHandler.","6","test_s3_file_handler_upload","tests.unit_test.utils_test","Fri Dec 05 19:53:46 UTC 2025","passed","Fri Dec 05 19:53:46 UTC 2025","","s3_test","",""
"Test that model config is skipped when model section doesn't exist.","1","test_model_config_skip_when_missing","tests.unit_test.utils_test","Fri Dec 05 19:53:56 UTC 2025","passed","Fri Dec 05 19:53:56 UTC 2025","TestEdgeCases","device_handler_test","",""
"Tests environment variable checks.","1","test_s3_enabled","tests.unit_test.utils_test","Fri Dec 05 19:53:46 UTC 2025","passed","Fri Dec 05 19:53:46 UTC 2025","","s3_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","184","test_no_output_path[args1]","tests.unit_test","Fri Dec 05 19:54:11 UTC 2025","passed","Fri Dec 05 19:54:11 UTC 2025","","cli_test","",""
"Test spectrum dataset collate function.","1","test_dataset_collate","tests.unit_test.transformer_test","Fri Dec 05 19:52:38 UTC 2025","passed","Fri Dec 05 19:52:38 UTC 2025","","dataset_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","192","test_no_data_path[args1]","tests.unit_test","Fri Dec 05 19:54:15 UTC 2025","passed","Fri Dec 05 19:54:16 UTC 2025","","cli_test","",""
"Test the main function call of train.","9154","test_main","tests.unit_test.diffusion_test","Fri Dec 05 19:53:36 UTC 2025","passed","Fri Dec 05 19:53:45 UTC 2025","","train_test","",""
"Tests peptide matches calculation.","2","test_get_peptide_matches","tests.unit_test.utils_test","Fri Dec 05 19:53:36 UTC 2025","passed","Fri Dec 05 19:53:36 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","26","test_predict_nonexisting_config_name[cli0]","tests.unit_test","Fri Dec 05 19:54:16 UTC 2025","passed","Fri Dec 05 19:54:16 UTC 2025","","cli_test","",""
"Test configuration updates for unknown device.","0","test_unknown_device","tests.unit_test.utils_test","Fri Dec 05 19:53:56 UTC 2025","passed","Fri Dec 05 19:53:56 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
