"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the 'diffusion predict' command of the instanovo_cli.","3255","test_predict_diffusion","tests.unit_test","Fri Apr 10 22:49:17 UTC 2026","passed","Fri Apr 10 22:49:20 UTC 2026","","cli_test","",""
"Test transformer inference for parquet input.","884","test_parquet_preds","tests.unit_test.transformer_test","Fri Apr 10 22:49:32 UTC 2026","passed","Fri Apr 10 22:49:33 UTC 2026","","predict_test","",""
"Test applying config when model section already exists.","2","test_apply_config_existing_model_section","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test device detection when CUDA is available.","1","test_detect_cuda","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestDetectDevice","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","179","test_nonexisting_data_path[args1]","tests.unit_test","Fri Apr 10 22:49:20 UTC 2026","passed","Fri Apr 10 22:49:20 UTC 2026","","cli_test","",""
"Test residue sequence length.","0","test_length","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test residue sequence mass.","0","test_get_sequence_mass","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test greedy decoder initialisation.","1","test_greedy_decoder","tests.unit_test.inference_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","greedy_search_test","",""
"Test successful execution of the CLI command.","8","test_cli_successful_execution","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","TestMainCommand","get_zenodo_record_test","",""
"Test check_device with None config.","2","test_check_device_none_config","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test mzml to parquet conversion.","16","test_mzml_to_parquet","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test greedy decoder decode function.","2155","test_decode","tests.unit_test.inference_test","Fri Apr 10 22:48:40 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","greedy_search_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Fri Apr 10 22:50:20 UTC 2026","skipped","Fri Apr 10 22:50:20 UTC 2026","","instanovoplus_model_train_test","",""
"Test loading an InstaNovo+ model and doing inference end-to-end.","4280","test_model","tests.integration","Fri Apr 10 22:49:04 UTC 2026","passed","Fri Apr 10 22:49:08 UTC 2026","","instanovoplus_model_test","",""
"Test when MPS is requested but force_cpu is True.","4","test_mps_requested_but_force_cpu_set","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestValidateAndConfigureDevice","device_handler_test","",""
"Test get length.","1","test_length","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","193","test_no_data_path[args0]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
"Test residue mass.","0","test_get_mass","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test check_device with config parameter.","2","test_check_device_with_config","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test the main function call of train.","10775","test_main","tests.unit_test.diffusion_test","Fri Apr 10 22:49:33 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","train_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","177","test_instanovoplus_model[args0-.yaml-\\*.ckpt, \\*.pt]","tests.unit_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","","cli_test","",""
"Test the setting of the neptune API variable.","9","test_set_neptune_token","tests.unit_test.transformer_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","train_test","",""
"Test device detection when neither CUDA nor MPS are available.","2","test_detect_cpu","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestDetectDevice","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","11","test_predict_nonexisting_config_path[cli2]","tests.unit_test","Fri Apr 10 22:49:14 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
