"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test mgf to parquet conversion where no scan number column is present.","11","test_mgf_to_parquet_no_scan_number","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test transformer inference for mzML input.","838","test_mzml_preds","tests.unit_test.transformer_test","Fri Dec 05 23:39:00 UTC 2025","passed","Fri Dec 05 23:39:01 UTC 2025","","predict_test","",""
"Test transformer inference with beam search.","856","test_preds_with_beam","tests.unit_test.transformer_test","Fri Dec 05 23:38:57 UTC 2025","passed","Fri Dec 05 23:38:58 UTC 2025","","predict_test","",""
"Tests precision-recall curve calculations.","82","test_get_pr_curve","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test configuration updates for CUDA device.","0","test_cuda_config_updates","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","171","test_nonexisting_data_path[args1]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test the version command.","25","test_version_command","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","174","test_instanovo_model_suffix[args0]","tests.unit_test","Fri Dec 05 23:39:16 UTC 2025","passed","Fri Dec 05 23:39:16 UTC 2025","","cli_test","",""
"Tests converting and saving an input file to a parquet file using the CLI.","34","test_convert_command","tests.unit_test.scripts_test","Fri Dec 05 23:39:06 UTC 2025","passed","Fri Dec 05 23:39:06 UTC 2025","","convert_to_sdf_test","",""
"Test when MPS is requested but force_cpu is True.","4","test_mps_requested_but_force_cpu_set","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test check_device with None config.","2","test_check_device_none_config","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Fri Dec 05 23:39:25 UTC 2025","skipped","Fri Dec 05 23:39:25 UTC 2025","","instanovoplus_model_train_test","",""
"Test transformer inference with greedy search.","852","test_preds_with_greedy","tests.unit_test.transformer_test","Fri Dec 05 23:39:04 UTC 2025","passed","Fri Dec 05 23:39:04 UTC 2025","","predict_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","172","test_no_data_path[args1]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test mzml to parquet conversion.","15","test_mzml_to_parquet","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","10","test_predict_nonexisting_config_path[cli1]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test spectrum dataset default initialisation.","30","test_dataset_default_init","tests.unit_test.transformer_test","Fri Dec 05 23:39:06 UTC 2025","passed","Fri Dec 05 23:39:06 UTC 2025","","dataset_test","",""
"Test main function with different parameters.","6","test_main_with_parameters","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestMainCommand","get_zenodo_record_test","",""
"Test the neptune summary writer function.","3","test_neptune_summary_writer","tests.unit_test.transformer_test","Fri Dec 05 23:37:41 UTC 2025","passed","Fri Dec 05 23:37:41 UTC 2025","","train_test","",""
"Test when CUDA is not available and force_cpu is False.","5","test_cuda_not_available_no_force_cpu","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test spectrum data frame parquet creation and initialisation.","12","test_parquet_init","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","172","test_instanovo_model_suffix[args1]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:15 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","10","test_predict_nonexisting_config_path[cli2]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
